"","FIPS","STATE","COUNTY","PopArcosTotal"
"2513","47181","TN","Wayne",17016
"2514","47183","TN","Weakley",34557
"2515","47185","TN","White",25460
"2516","47187","TN","Williamson",174260
"2517","47189","TN","Wilson",109563
"2518","48001","TX","Anderson",58016
"2519","48003","TX","Andrews",14048
"2520","48005","TX","Angelina",85254
"2521","48007","TX","Aransas",23247
"2522","48009","TX","Archer",9055
"2523","48011","TX","Armstrong",1958
"2524","48013","TX","Atascosa",44049
"2525","48015","TX","Austin",27783
"2526","48017","TX","Bailey",7027
"2527","48019","TX","Bandera",20265
"2528","48021","TX","Bastrop",72289
"2529","48023","TX","Baylor",3795
"2530","48025","TX","Bee",31896
"2531","48027","TX","Bell",294689
"2532","48029","TX","Bexar",1650052
"2533","48031","TX","Blanco",10085
"2534","48033","TX","Borden",564
"2535","48035","TX","Bosque",18067
"2536","48037","TX","Bowie",91399
"2537","48039","TX","Brazoria",300522
"2538","48041","TX","Brazos",185426
"2539","48043","TX","Brewster",8971
"2540","48045","TX","Briscoe",1723
"2541","48047","TX","Brooks",7349
"2542","48049","TX","Brown",38199
"2543","48051","TX","Burleson",17058
"2544","48053","TX","Burnet",42215
"2545","48055","TX","Caldwell",37416
"2546","48057","TX","Calhoun",21120
"2547","48059","TX","Callahan",13458
"2548","48061","TX","Cameron",393566
"2549","48063","TX","Camp",12288
"2550","48065","TX","Carson",6284
"2551","48067","TX","Cass",30254
"2552","48069","TX","Castro",7848
"2553","48071","TX","Chambers",32371
"2554","48073","TX","Cherokee",50035
"2555","48075","TX","Childress",7115
"2556","48077","TX","Clay",10922
"2557","48079","TX","Cochran",3155
"2558","48081","TX","Coke",3301
"2559","48083","TX","Coleman",8857
"2560","48085","TX","Collin",738745
"2561","48087","TX","Collingsworth",3009
"2562","48089","TX","Colorado",20751
"2563","48091","TX","Comal",102836
"2564","48093","TX","Comanche",13863
"2565","48095","TX","Concho",4047
"2566","48097","TX","Cooke",38316
"2567","48099","TX","Coryell",74082
"2568","48101","TX","Cottle",1618
"2569","48103","TX","Crane",4141
"2570","48105","TX","Crockett",3746
"2571","48107","TX","Crosby",6207
"2572","48109","TX","Culberson",2480
"2573","48111","TX","Dallam",6471
"2574","48113","TX","Dallas",2321014
"2575","48115","TX","Dawson",13853
"2576","48117","TX","Deaf Smith",19054
"2577","48119","TX","Delta",5248
"2578","48121","TX","Denton",628084
"2579","48123","TX","De Witt",20025
"2580","48125","TX","Dickens",2441
"2581","48127","TX","Dimmit",9908
"2582","48129","TX","Donley",3655
"2583","48131","TX","Duval",11999
"2584","48133","TX","Eastland",18560
"2585","48135","TX","Ector",133015
"2586","48137","TX","Edwards",2029
"2587","48139","TX","Ellis",143502
"2588","48141","TX","El Paso",772280
"2589","48143","TX","Erath",37142
"2590","48145","TX","Falls",17799
"2591","48147","TX","Fannin",33765
"2592","48149","TX","Fayette",24175
"2593","48151","TX","Fisher",4057
"2594","48153","TX","Floyd",6599
"2595","48155","TX","Foard",1379
"2596","48157","TX","Fort Bend",541983
"2597","48159","TX","Franklin",10675
"2598","48161","TX","Freestone",19461
"2599","48163","TX","Frio",16956
"2600","48165","TX","Gaines",16658
"2601","48167","TX","Galveston",286326
"2602","48169","TX","Garza",6204
"2603","48171","TX","Gillespie",24197
"2604","48173","TX","Glasscock",1317
"2605","48175","TX","Goliad",7161
"2606","48177","TX","Gonzales",19635
"2607","48179","TX","Gray",22497
"2608","48181","TX","Grayson",119111
"2609","48183","TX","Gregg",119525
"2610","48185","TX","Grimes",26208
"2611","48187","TX","Guadalupe",122728
"2612","48189","TX","Hale",36041
"2613","48191","TX","Hall",3424
"2614","48193","TX","Hamilton",8473
"2615","48195","TX","Hansford",5470
"2616","48197","TX","Hardeman",4226
"2617","48199","TX","Hardin",53220
"2618","48201","TX","Harris",3950999
"2619","48203","TX","Harrison",64484
"2620","48205","TX","Hartley",5963
"2621","48207","TX","Haskell",5842
"2622","48209","TX","Hays",146439
"2623","48211","TX","Hemphill",3668
"2624","48213","TX","Henderson",78299
"2625","48215","TX","Hidalgo",736973
"2626","48217","TX","Hill",34854
"2627","48219","TX","Hockley",22933
"2628","48221","TX","Hood",49816
"2629","48223","TX","Hopkins",34540
"2630","48225","TX","Houston",23642
"2631","48227","TX","Howard",34285
"2632","48229","TX","Hudspeth",3441
"2633","48231","TX","Hunt",84836
"2634","48233","TX","Hutchinson",22094
"2635","48235","TX","Irion",1673
"2636","48237","TX","Jack",9072
"2637","48239","TX","Jackson",13987
"2638","48241","TX","Jasper",35248
"2639","48243","TX","Jeff Davis",2340
"2640","48245","TX","Jefferson",249349
"2641","48247","TX","Jim Hogg",5211
"2642","48249","TX","Jim Wells",40631
"2643","48251","TX","Johnson",147611
"2644","48253","TX","Jones",20157
"2645","48255","TX","Karnes",14880
"2646","48257","TX","Kaufman",98402
"2647","48259","TX","Kendall",31515
"2648","48261","TX","Kenedy",241
"2649","48263","TX","Kent",772
"2650","48265","TX","Kerr",48826
"2651","48267","TX","Kimble",4568
"2652","48269","TX","King",219
"2653","48271","TX","Kinney",3555
"2654","48273","TX","Kleberg",31611
"2655","48275","TX","Knox",3708
"2656","48277","TX","Lamar",49536
"2657","48279","TX","Lamb",14092
"2658","48281","TX","Lampasas",19677
"2659","48283","TX","La Salle",6709
"2660","48285","TX","Lavaca",19217
"2661","48287","TX","Lee",16499
"2662","48289","TX","Leon",16640
"2663","48291","TX","Liberty",74922
"2664","48293","TX","Limestone",23170
"2665","48295","TX","Lipscomb",3218
"2666","48297","TX","Live Oak",11507
"2667","48299","TX","Llano",18992
"2668","48301","TX","Loving",41
"2669","48303","TX","Lubbock",269932
"2670","48305","TX","Lynn",5988
"2671","48307","TX","McCulloch",8220
"2672","48309","TX","McLennan",229587
"2673","48311","TX","McMullen",897
"2674","48313","TX","Madison",13433
"2675","48315","TX","Marion",10771
"2676","48317","TX","Martin",4606
"2677","48319","TX","Mason",3928
"2678","48321","TX","Matagorda",36647
"2679","48323","TX","Maverick",52493
"2680","48325","TX","Medina",45073
"2681","48327","TX","Menard",2212
"2682","48329","TX","Midland",132103
"2683","48331","TX","Milam",24934
"2684","48333","TX","Mills",4887
"2685","48335","TX","Mitchell",9342
"2686","48337","TX","Montague",19789
"2687","48339","TX","Montgomery",427717
"2688","48341","TX","Moore",21102
"2689","48343","TX","Morris",13077
"2690","48345","TX","Motley",1123
"2691","48347","TX","Nacogdoches",63141
"2692","48349","TX","Navarro",47483
"2693","48351","TX","Newton",14389
"2694","48353","TX","Nolan",14990
"2695","48355","TX","Nueces",334370
"2696","48357","TX","Ochiltree",9953
"2697","48359","TX","Oldham",2020
"2698","48361","TX","Orange",82014
"2699","48363","TX","Palo Pinto",27927
"2700","48365","TX","Panola",23569
"2701","48367","TX","Parker",112158
"2702","48369","TX","Parmer",10098
"2703","48371","TX","Pecos",15400
"2704","48373","TX","Polk",45590
"2705","48375","TX","Potter",120124
"2706","48377","TX","Presidio",7703
"2707","48379","TX","Rains",10942
"2708","48381","TX","Randall",116811
"2709","48383","TX","Reagan",3298
"2710","48385","TX","Real",3279
"2711","48387","TX","Red River",12987
"2712","48389","TX","Reeves",13269
"2713","48391","TX","Refugio",7434
"2714","48393","TX","Roberts",877
"2715","48395","TX","Robertson",16574
"2716","48397","TX","Rockwall",73311
"2717","48399","TX","Runnels",10492
"2718","48401","TX","Rusk",52016
"2719","48403","TX","Sabine",10653
"2720","48405","TX","San Augustine",8996
"2721","48407","TX","San Jacinto",25859
"2722","48409","TX","San Patricio",66100
"2723","48411","TX","San Saba",6023
"2724","48413","TX","Schleicher",3343
"2725","48415","TX","Scurry",16579
"2726","48417","TX","Shackelford",3182
"2727","48419","TX","Shelby",25423
"2728","48421","TX","Sherman",3000
"2729","48423","TX","Smith",203393
"2730","48425","TX","Somervell",8200
"2731","48427","TX","Starr",59989
"2732","48429","TX","Stephens",9562
"2733","48431","TX","Sterling",1160
"2734","48433","TX","Stonewall",1434
"2735","48435","TX","Sutton",4257
"2736","48437","TX","Swisher",7828
"2737","48439","TX","Tarrant",1743300
"2738","48441","TX","Taylor",129477
"2739","48443","TX","Terrell",850
"2740","48445","TX","Terry",12498
"2741","48447","TX","Throckmorton",1814
"2742","48449","TX","Titus",30995
"2743","48451","TX","Tom Green",108000
"2744","48453","TX","Travis",979712
"2745","48455","TX","Trinity",14451
"2746","48457","TX","Tyler",21472
"2747","48459","TX","Upshur",38685
"2748","48461","TX","Upton",3243
"2749","48463","TX","Uvalde",26285
"2750","48465","TX","Val Verde",48088
"2751","48467","TX","Van Zandt",52362
"2752","48469","TX","Victoria",85813
"2753","48471","TX","Walker",66353
"2754","48473","TX","Waller",40831
"2755","48475","TX","Ward",10505
"2756","48477","TX","Washington",32949
"2757","48479","TX","Webb",240346
"2758","48481","TX","Wharton",41036
"2759","48483","TX","Wheeler",5235
"2760","48485","TX","Wichita",130976
"2761","48487","TX","Wilbarger",13637
"2762","48489","TX","Willacy",21769
"2763","48491","TX","Williamson",391715
"2764","48493","TX","Wilson",41264
"2765","48495","TX","Winkler",6933
"2766","48497","TX","Wise",58054
"2767","48499","TX","Wood",41625
"2768","48501","TX","Yoakum",7706
"2769","48503","TX","Young",18298
"2770","48505","TX","Zapata",13609
"2771","48507","TX","Zavala",11658
"2772","49001","UT","Beaver",6431
"2773","49003","UT","Box Elder",48221
"2774","49005","UT","Cache",107078
"2775","49007","UT","Carbon",20765
"2776","49009","UT","Daggett",839
"2777","49011","UT","Davis",294532
"2778","49013","UT","Duchesne",17408
"2779","49015","UT","Emery",10728
"2780","49017","UT","Garfield",4958
"2781","49019","UT","Grand",8987
"2782","49021","UT","Iron",44439
"2783","49023","UT","Juab",9855
"2784","49025","UT","Kane",6893
"2785","49027","UT","Millard",12189
"2786","49029","UT","Morgan",9013
"2787","49031","UT","Piute",1661
"2788","49033","UT","Rich",2181
"2789","49035","UT","Salt Lake",1000155
"2790","49037","UT","San Juan",14299
"2791","49039","UT","Sanpete",26651
"2792","49041","UT","Sevier",20438
"2793","49043","UT","Summit",35295
"2794","49045","UT","Tooele",55398
"2795","49047","UT","Uintah",30991
"2796","49049","UT","Utah",486067
"2797","49051","UT","Wasatch",22176
"2798","49053","UT","Washington",134033
"2799","49055","UT","Wayne",2706
"2800","49057","UT","Weber",222849
"2801","50001","VT","Addison",36841
"2802","50003","VT","Bennington",37122
"2803","50005","VT","Caledonia",31214
"2804","50007","VT","Chittenden",154729
"2805","50009","VT","Essex",6359
"2806","50011","VT","Franklin",47547
"2807","50013","VT","Grand Isle",7105
"2808","50015","VT","Lamoille",24040
"2809","50017","VT","Orange",29059
"2810","50019","VT","Orleans",27256
"2811","50021","VT","Rutland",62278
"2812","50023","VT","Washington",59379
"2813","50025","VT","Windham",44438
"2814","50027","VT","Windsor",56891
"2815","51001","VA","Accomack",34066
"2816","51003","VA","Albemarle",96633
"2817","51005","VA","Alleghany",16406
"2818","51007","VA","Amelia",12517
"2819","51009","VA","Amherst",32315
"2820","51011","VA","Appomattox",14653
"2821","51013","VA","Arlington",197467
"2822","51015","VA","Augusta",73201
"2823","51017","VA","Bath",4779
"2824","51019","VA","Bedford",67697
"2825","51021","VA","Bland",6873
"2826","51023","VA","Botetourt",32867
"2827","51025","VA","Brunswick",17707
"2828","51027","VA","Buchanan",24459
"2829","51029","VA","Buckingham",16874
"2830","51031","VA","Campbell",54174
"2831","51033","VA","Caroline",27844
"2832","51035","VA","Carroll",29985
"2833","51036","VA","Charles City",7205
"2834","51037","VA","Charlotte",12644
"2835","51041","VA","Chesterfield",308633
"2836","51043","VA","Clarke",14013
"2837","51045","VA","Craig",5173
"2838","51047","VA","Culpeper",45749
"2839","51049","VA","Cumberland",9855
"2840","51051","VA","Dickenson",15966
"2841","51053","VA","Dinwiddie",27449
"2842","51057","VA","Essex",10901
"2843","51059","VA","Fairfax",1048554
"2844","51061","VA","Fauquier",64546
"2845","51063","VA","Floyd",15030
"2846","51065","VA","Fluvanna",25308
"2847","51067","VA","Franklin",54938
"2848","51069","VA","Frederick",75835
"2849","51071","VA","Giles",17205
"2850","51073","VA","Gloucester",36610
"2851","51075","VA","Goochland",21136
"2852","51077","VA","Grayson",15855
"2853","51079","VA","Greene",18082
"2854","51081","VA","Greensville",12181
"2855","51083","VA","Halifax",36311
"2856","51085","VA","Hanover",99172
"2857","51087","VA","Henrico",300053
"2858","51089","VA","Henry",54860
"2859","51091","VA","Highland",2395
"2860","51093","VA","Isle of Wight",34762
"2861","51095","VA","James City",64386
"2862","51097","VA","King and Queen",6926
"2863","51099","VA","King George",22794
"2864","51101","VA","King William",15509
"2865","51103","VA","Lancaster",11478
"2866","51105","VA","Lee",25434
"2867","51107","VA","Loudoun",291653
"2868","51109","VA","Louisa",32248
"2869","51111","VA","Lunenburg",12968
"2870","51113","VA","Madison",13342
"2871","51115","VA","Mathews",9004
"2872","51117","VA","Mecklenburg",32774
"2873","51119","VA","Middlesex",10831
"2874","51121","VA","Montgomery",92527
"2875","51125","VA","Nelson",14989
"2876","51127","VA","New Kent",17655
"2877","51131","VA","Northampton",12572
"2878","51133","VA","Northumberland",12419
"2879","51135","VA","Nottoway",15819
"2880","51137","VA","Orange",32730
"2881","51139","VA","Page",24116
"2882","51141","VA","Patrick",18643
"2883","51143","VA","Pittsylvania",63147
"2884","51145","VA","Powhatan",27758
"2885","51147","VA","Prince Edward",22723
"2886","51149","VA","Prince George",35129
"2887","51153","VA","Prince William",379415
"2888","51155","VA","Pulaski",34963
"2889","51157","VA","Rappahannock",7376
"2890","51159","VA","Richmond",9328
"2891","51161","VA","Roanoke",91583
"2892","51163","VA","Rockbridge",22217
"2893","51165","VA","Rockingham",74922
"2894","51167","VA","Russell",28842
"2895","51169","VA","Scott",23234
"2896","51171","VA","Shenandoah",41468
"2897","51173","VA","Smyth",32383
"2898","51175","VA","Southampton",18493
"2899","51177","VA","Spotsylvania",120212
"2900","51179","VA","Stafford",124587
"2901","51181","VA","Surry",7039
"2902","51183","VA","Sussex",12167
"2903","51185","VA","Tazewell",44706
"2904","51187","VA","Warren",37044
"2905","51191","VA","Washington",54322
"2906","51193","VA","Westmoreland",17237
"2907","51195","VA","Wise",41496
"2908","51197","VA","Wythe",29005
"2909","51199","VA","York",64846
"2910","51510","VA","Alexandria City",133647
"2911","51515","VA","Bedford City",6177
"2912","51520","VA","Bristol",17704
"2913","51530","VA","Buena Vista City",6653
"2914","51540","VA","Charlottesville City",42267
"2915","51550","VA","Chesapeake City",219268
"2916","51570","VA","Colonial Heights City",17472
"2917","51580","VA","Covington City",5989
"2918","51590","VA","Danville City",43787
"2919","51595","VA","Emporia City",5822
"2920","51600","VA","Fairfax City",22058
"2921","51610","VA","Falls Church City",11465
"2922","51620","VA","Franklin City",8549
"2923","51630","VA","Fredericksburg City",23375
"2924","51640","VA","Galax City",6936
"2925","51650","VA","Hampton City",139046
"2926","51660","VA","Harrisonburg City",47406
"2927","51670","VA","Hopewell City",22506
"2928","51678","VA","Lexington City",6990
"2929","51680","VA","Lynchburg City",73726
"2930","51683","VA","Manassas City",36067
"2931","51685","VA","Manassas Park City",13195
"2932","51690","VA","Martinsville City",14029
"2933","51700","VA","Newport News City",181822
"2934","51710","VA","Norfolk City",242143
"2935","51720","VA","Norton City",3886
"2936","51730","VA","Petersburg City",32303
"2937","51735","VA","Poquoson City",12099
"2938","51740","VA","Portsmouth City",96785
"2939","51750","VA","Radford",16318
"2940","51760","VA","Richmond City",201828
"2941","51770","VA","Roanoke City",95793
"2942","51775","VA","Salem",24641
"2943","51790","VA","Staunton City",23806
"2944","51800","VA","Suffolk City",82544
"2945","51810","VA","Virginia Beach City",435996
"2946","51820","VA","Waynesboro City",20885
"2947","51830","VA","Williamsburg City",13421
"2948","51840","VA","Winchester City",25953
"2949","53001","WA","Adams",17884
"2950","53003","WA","Asotin",21363
"2951","53005","WA","Benton",167077
"2952","53007","WA","Chelan",70995
"2953","53009","WA","Clallam",70638
"2954","53011","WA","Clark",414816
"2955","53013","WA","Columbia",3957
"2956","53015","WA","Cowlitz",101244
"2957","53017","WA","Douglas",37160
"2958","53019","WA","Ferry",7504
"2959","53021","WA","Franklin",71329
"2960","53023","WA","Garfield",2240
"2961","53025","WA","Grant",85142
"2962","53027","WA","Grays Harbor",72092
"2963","53029","WA","Island",78633
"2964","53031","WA","Jefferson",29574
"2965","53033","WA","King",1879189
"2966","53035","WA","Kitsap",247336
"2967","53037","WA","Kittitas",39869
"2968","53039","WA","Klickitat",20055
"2969","53041","WA","Lewis",74650
"2970","53043","WA","Lincoln",10533
"2971","53045","WA","Mason",59287
"2972","53047","WA","Okanogan",40238
"2973","53049","WA","Pacific",21192
"2974","53051","WA","Pend Oreille",12904
"2975","53053","WA","Pierce",782681
"2976","53055","WA","San Juan",15551
"2977","53057","WA","Skagit",115231
"2978","53059","WA","Skamania",10869
"2979","53061","WA","Snohomish",694219
"2980","53063","WA","Spokane",461262
"2981","53065","WA","Stevens",43171
"2982","53067","WA","Thurston",243563
"2983","53069","WA","Wahkiakum",3982
"2984","53071","WA","Walla Walla",57585
"2985","53073","WA","Whatcom",195993
"2986","53075","WA","Whitman",43747
"2987","53077","WA","Yakima",236542
"2988","54001","WV","Barbour",16256
"2989","54003","WV","Berkeley",100910
"2990","54005","WV","Boone",24872
"2991","54007","WV","Braxton",14558
"2992","54009","WV","Brooke",24194
"2993","54011","WV","Cabell",95526
"2994","54013","WV","Calhoun",7588
"2995","54015","WV","Clay",9572
"2996","54017","WV","Doddridge",8035
"2997","54019","WV","Fayette",46138
"2998","54021","WV","Gilmer",8394
"2999","54023","WV","Grant",11942
"3000","54025","WV","Greenbrier",35373
"3001","54027","WV","Hampshire",23594
"3002","54029","WV","Hancock",30866
"3003","54031","WV","Hardy",13832
"3004","54033","WV","Harrison",68490
"3005","54035","WV","Jackson",29084
"3006","54037","WV","Jefferson",52033
"3007","54039","WV","Kanawha",192770
"3008","54041","WV","Lewis",16406
"3009","54043","WV","Lincoln",21879
"3010","54045","WV","Logan",36564
"3011","54047","WV","McDowell",22555
"3012","54049","WV","Marion",56356
"3013","54051","WV","Marshall",33369
"3014","54053","WV","Mason",27016
"3015","54055","WV","Mercer",61844
"3016","54057","WV","Mineral",27796
"3017","54059","WV","Mingo",26956
"3018","54061","WV","Monongalia",92715
"3019","54063","WV","Monroe",13495
"3020","54065","WV","Morgan",17409
"3021","54067","WV","Nicholas",26189
"3022","54069","WV","Ohio",44582
"3023","54071","WV","Pendleton",7773
"3024","54073","WV","Pleasants",7664
"3025","54075","WV","Pocahontas",8808
"3026","54077","WV","Preston",32976
"3027","54079","WV","Putnam",54940
"3028","54081","WV","Raleigh",78513
"3029","54083","WV","Randolph",29233
"3030","54085","WV","Ritchie",10514
"3031","54087","WV","Roane",15116
"3032","54089","WV","Summers",13847
"3033","54091","WV","Taylor",16732
"3034","54093","WV","Tucker",7137
"3035","54095","WV","Tyler",9339
"3036","54097","WV","Upshur",23984
"3037","54099","WV","Wayne",42647
"3038","54101","WV","Webster",9247
"3039","54103","WV","Wetzel",16697
"3040","54105","WV","Wirt",5753
"3041","54107","WV","Wood",86731
"3042","54109","WV","Wyoming",23993
"3043","55001","WI","Adams",21044
"3044","55003","WI","Ashland",16212
"3045","55005","WI","Barron",45915
"3046","55007","WI","Bayfield",15114
"3047","55009","WI","Brown",244376
"3048","55011","WI","Buffalo",13744
"3049","55013","WI","Burnett",15749
"3050","55015","WI","Calumet",47902
"3051","55017","WI","Chippewa",61466
"3052","55019","WI","Clark",34552
"3053","55021","WI","Columbia",56350
"3054","55023","WI","Crawford",16801
"3055","55025","WI","Dane",477748
"3056","55027","WI","Dodge",88935
"3057","55029","WI","Door",27959
"3058","55031","WI","Douglas",43907
"3059","55033","WI","Dunn",43365
"3060","55035","WI","Eau Claire",97381
"3061","55037","WI","Florence",4587
"3062","55039","WI","Fond Du Lac",100919
"3063","55041","WI","Forest",9534
"3064","55043","WI","Grant",50716
"3065","55045","WI","Green",36448
"3066","55047","WI","Green Lake",19107
"3067","55049","WI","Iowa",23646
"3068","55051","WI","Iron",6075
"3069","55053","WI","Jackson",20284
"3070","55055","WI","Jefferson",82778
"3071","55057","WI","Juneau",26733
"3072","55059","WI","Kenosha",164328
"3073","55061","WI","Kewaunee",20642
"3074","55063","WI","La Crosse",112819
"3075","55065","WI","Lafayette",16775
"3076","55067","WI","Langlade",20218
"3077","55069","WI","Lincoln",29075
"3078","55071","WI","Manitowoc",81678
"3079","55073","WI","Marathon",132644
"3080","55075","WI","Marinette",42019
"3081","55077","WI","Marquette",15421
"3082","55078","WI","Menominee",4251
"3083","55079","WI","Milwaukee",937616
"3084","55081","WI","Monroe",44053
"3085","55083","WI","Oconto",37737
"3086","55085","WI","Oneida",36379
"3087","55087","WI","Outagamie",174457
"3088","55089","WI","Ozaukee",85945
"3089","55091","WI","Pepin",7517
"3090","55093","WI","Pierce",40530
"3091","55095","WI","Polk",44310
"3092","55097","WI","Portage",69437
"3093","55099","WI","Price",14452
"3094","55101","WI","Racine",194736
"3095","55103","WI","Richland",18205
"3096","55105","WI","Rock",159964
"3097","55107","WI","Rusk",14855
"3098","55109","WI","Saint Croix",82636
"3099","55111","WI","Sauk",60957
"3100","55113","WI","Sawyer",16615
"3101","55115","WI","Shawano",41842
"3102","55117","WI","Sheboygan",115328
"3103","55119","WI","Taylor",20557
"3104","55121","WI","Trempealeau",28523
"3105","55123","WI","Vernon",29460
"3106","55125","WI","Vilas",21750
"3107","55127","WI","Walworth",101735
"3108","55129","WI","Washburn",16001
"3109","55131","WI","Washington",130206
"3110","55133","WI","Waukesha",386130
"3111","55135","WI","Waupaca",52533
"3112","55137","WI","Waushara",24631
"3113","55139","WI","Winnebago",165032
"3114","55141","WI","Wood",74601
"3115","56001","WY","Albany",34926
"3116","56003","WY","Big Horn",11448
"3117","56005","WY","Campbell",43179
"3118","56007","WY","Carbon",15624
"3119","56009","WY","Converse",13404
"3120","56011","WY","Crook",6761
"3121","56013","WY","Fremont",38875
"3122","56015","WY","Goshen",12844
"3123","56017","WY","Hot Springs",4720
"3124","56019","WY","Johnson",8307
"3125","56021","WY","Laramie",89221
"3126","56023","WY","Lincoln",17447
"3127","56025","WY","Natrona",73520
"3128","56027","WY","Niobrara",2430
"3129","56029","WY","Park",27574
"3130","56031","WY","Platte",8655
"3131","56033","WY","Sheridan",28380
"3132","56035","WY","Sublette",9322
"3133","56037","WY","Sweetwater",42266
"3134","56039","WY","Teton",20802
"3135","56041","WY","Uinta",20537
"3136","56043","WY","Washakie",8271
"3137","56045","WY","Weston",7066
"3138","02230","AK","Skagway",1140
"3139","02105","AK","Hoonah Angoon",2029
"3140","02195","AK","Petersburg",3841
